DIVISION_NAME,DEPARTMENT_NAME,ART_SV_NAME,BARCODE,UOM,END_QTY,NORMAL_COST
02 HOME LINE,0210 HOUSEWARE,กล่อง 3ช่อง PP สีดำ+ฝา PET ใส,8855051141170,pc,12,90
04 DRY FOOD,0460 HBA,เภสัชไวท์เทนนิ่งโรลออนชมพู35มล,8850233280012,mL,8,18.689
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,DLK คัตเตอร์ 9 มม. SS DCK002,8851215520027,pc,7,12
02 HOME LINE,0240 HOME IMPROVEMEN,PHILIPS ESS LED9W CDL,8718696820704,pc,4,59.047
04 DRY FOOD,0472 PAPER,แจ๊บส์ คลีนนี่ แคร์ ไวพส์ 42 ผ,8850114907779,pc,10,16.261
04 DRY FOOD,0420 SWEETED GROCE.2,คิทแคทสตอรว์เบอร์รี 35 กรัม,9556001321268,g,6,25.335
04 DRY FOOD,0460 HBA,กาล่า เนเจอร์โคโคนัทแชมพู490มล,8852522234072,mL,27,51.5
05 FRESH FOOD,0560 PERISHABLE,IMP_ซีโร่บัตเตอร์เบลนเค็ม200G,8850332161267,g,13,66.53
06 PHARMACY,0610 PRESCRIPTION,P_BIOZOLE 1'S,8852662100091,,3,16.82
04 DRY FOOD,0440 BEVERAGE,มาลีซิกเนเจอร์เขียวหวาน200 P3,8853333010053,cc,7,52.605
04 DRY FOOD,0460 HBA,จอห์นสันเบบี้แชมพูซอฟท์&ชายน์นี่500มล.,9556006004241,mL,14,118.333
06 PHARMACY,0610 PRESCRIPTION,P_ด๊อกซิน 100MG 10S,8856351009054,unit,2,14.07
02 HOME LINE,0240 HOME IMPROVEMEN,PANAถ่านอัลคาไลน์ AAA P 6 ก้อน,8851806006879,pc,30,102
02 HOME LINE,0220 HOME DECOR,BHP เบาะรองGINGHAM18X18BL,8856620024511,pc,21,48
04 DRY FOOD,0461 FACE & COSMETICS,กาล่า ไบร์ทเทนนิ่ง มาส์ก 30มล.,8859572401812,mL,55,8.68
06 PHARMACY,0620 OVER THE COUNTER,P_SYRING NIPRO 5CC,2000004243722,,3,1.89
04 DRY FOOD,0420 SWEETED GROCE.2,ช็อคโกแลตสตีนแลนช็อคโกคอยน์19ก,8718800017792,g,14,16.121
04 DRY FOOD,0430 SALTED GROCERY,ไนซผงปรุงรสกลมกล่อม 25 กรัม,8857125120371,g,10,24.85
04 DRY FOOD,0470 HOUSEHOLD,น้ำยาขจัดคราบไคลไฮยีน250MLป้าย,8850092274030,mL,19,21.8
05 FRESH FOOD,0560 PERISHABLE,เมจิบัลแกเรียรสผลไม้รวม 300มล.,8850329230785,mL,2,21.09
04 DRY FOOD,0460 HBA,แพนทีนTMมาส์กช็อต รีแพร์12มลP4,4987176342980,mL,8,64.76
06 PHARMACY,0610 PRESCRIPTION,P_สเต็บซิล แม็กซี่พลัส แบบแผง  6 เม็ด,8850360400031,,3,50.75
02 HOME LINE,0230 RECREATION,MXT ชุดเครื่องบินบังคับ CR-99,8858668628782,pc,4,150
04 DRY FOOD,0460 HBA,ออรัลบียาสีฟัน3Dแกลมเมอรัส90ก,4902430918282,g,16,100.25
02 HOME LINE,0210 HOUSEWARE,เบสิโคไม้แขวนเสื้อAMERICAN Px5,8851502030451,pc,7,52
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,DLK ปืนยิงบอร์ด-DW707,8851215360098,pc,5,120
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,AA สมุดสันห่วงA5 60S บ้านแมว,8858741761320,pc,12,36.45
04 DRY FOOD,0430 SALTED GROCERY,ดีไลท์พลัส หล่อฮังก้วย 200ก,8859296301351,g,12,119.17
04 DRY FOOD,0450 LIQUOR,ฟูลมูน เรด 275 ml.,8855796005010,mL,7,27.74
04 DRY FOOD,0470 HOUSEHOLD,ทีโพล์นาโนยูคาลิปตัสล้างจาน450,8851495018986,mL,15,44.11
04 DRY FOOD,0440 BEVERAGE,เครื่องดื่มคาราบาวแดง 150 มล.M,8855790000011,cc,1334,7.937
04 DRY FOOD,0460 HBA,P_BNNสปอรตซันโลชั่นSPF50+PA+++,79656603248,mL,4,220.56
04 DRY FOOD,0440 BEVERAGE,VTMทูโกรอยัลไทยที 300 มล.แพ็ค6,8851028003229,mL,8,87.89
04 DRY FOOD,0460 HBA,ลิสเตอรีนโทเทิลแคร์ ไนท์750คู่,8850007815396,mL,10,213
04 DRY FOOD,0420 SWEETED GROCE.2,คินเดอร์บูเอโนไวท์ 117 กรัม,5020411118533,g,16,107.865
04 DRY FOOD,0460 HBA,ลอรีอัล ไฮยา เพียว แชมพู 280มล,8994993027033,mL,8,133.74
05 FRESH FOOD,0570 FROZEN,เนสท์เล่เอสกิโมวานิลา/สตรอ53ก,8850453081901,,33,7.477
04 DRY FOOD,0430 SALTED GROCERY,โรซ่าทูน่าผัดพริกใบกระเพรา105G(M),8850511221102,g,12,24.376
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,ปากกาเจลสีน้ำเงินAGP30137(P3),6947503705794,pc,5,23
04 DRY FOOD,0461 FACE & COSMETICS,ศรีจันทร์แอมพูลซุปเปอร์ซี 18มล,8858696833868,g,20,25.513
04 DRY FOOD,0410 SWEETED GROCE.1,เอนฟา ซีไบโอม สูตร1 2850กรัม,8850024110054,g,4,3244.53
06 PHARMACY,0670 VITAMINS AND SUPPLEMENTS,P_พอชเมดิก้าไฟเบอมะขามแม็ก25ก,8859017646297,g,6,24.79
04 DRY FOOD,0410 SWEETED GROCE.1,แอมไพร์ แยมรสสัปปะรด,8850384520234,g,27,14
04 DRY FOOD,0420 SWEETED GROCE.2,DI_IMEIพัพน้ำผึ้งลูกเกด 144ก.,4710126110984,g,7,43.438
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,รอตติ้ง ติ๊กกี้เรดี้เซตดินสอกด,3501170770597,pc,12,97.03
04 DRY FOOD,0461 FACE & COSMETICS,แพลนท์เนอรี่ทีทรีคลีนซิ่ง300มล,8859617401920,mL,3,102.663
04 DRY FOOD,0430 SALTED GROCERY,คนอร์ซุปก้อนสุกี้ชาบู 72 ก.,8850144225645,g,36,26.208
04 DRY FOOD,0420 SWEETED GROCE.2,WBPพริงเกิลส์ซาวครีม หอม42GP6,8850939947172,g,6,130.08
04 DRY FOOD,0410 SWEETED GROCE.1,แบรนด์กระเช้าของขวัญแบบ C,8852001577874,cc,3,394.12
04 DRY FOOD,0450 LIQUOR,สุราเหยี่ยวเงิน40ดีกรี700มลX6,8857104163078,mL,4,748.034
06 PHARMACY,0620 OVER THE COUNTER,P_MUCOLID JUNIOR STRAWBERRY 60ML.,8852294505608,,2,32
04 DRY FOOD,0470 HOUSEHOLD,ไฟน์ไลน์รีดเรียบ 450มล แพ็ค3,8851989931241,mL,5,31.71
04 DRY FOOD,0470 HOUSEHOLD,MAXAผ้านุ่มเซ็นทออฟเลิฟ650มล,8858718768574,mL,1,10.797
04 DRY FOOD,0410 SWEETED GROCE.1,HPP เงาะในน้ำเชื่อม565ก.,8850134106213,g,21,53.75
04 DRY FOOD,0410 SWEETED GROCE.1,ชาตรามือชาไทยชนิดผง500ก,8850370481181,g,6,125
04 DRY FOOD,0420 SWEETED GROCE.2,ไลน์เฟรนด์ ซุปเปอร์อมยิ้ม 120ก,8888235100854,g,6,63.21
04 DRY FOOD,0460 HBA,แพรอทLQS สกินฟู้ดโยเกิร์ต400มล,8851929025214,mL,88,119.77
04 DRY FOOD,0460 HBA,เดนท์พลัสแปรงขนนุ่มพิเศษ P.1,8851145300973,pc,19,15.784
04 DRY FOOD,0410 SWEETED GROCE.1,IMP_กาแฟสำเร็จรูปดาวโกลด์ 30ก.,8859448901057,g,14,75.47
04 DRY FOOD,0440 BEVERAGE,ฟูจิชะชาเขียว500มล.รสเทศตี้(M),8858672700030,mL,28,22.8
04 DRY FOOD,0461 FACE & COSMETICS,MBLแทททูไลเนอร์เพนสีดำ,8850434298151,pc,4,120.103
06 PHARMACY,0620 OVER THE COUNTER,P_ไทเกอพลาสใสกันน้ำ3S W3,8850672338107,pc,3,49.06
04 DRY FOOD,0440 BEVERAGE,โค้กแคน325CC(MP),8851959132012,cc,377,12.25
02 HOME LINE,0230 RECREATION,MXT_เกมส์เรียงแก้วกล่อง#707-93,8858668629765,pc,6,130
04 DRY FOOD,0470 HOUSEHOLD,แอมบิเพอร์ เจล เลมอน180ก.2แถม1,4902430694131,g,5,138.39
04 DRY FOOD,0472 PAPER,แคร์ฟรีบรีทเอเบิ้ลอโล40ชิ้น,8850007335269,pc,13,50.333
04 DRY FOOD,0461 FACE & COSMETICS,CDไวท์คูชั่นโฟมคลีนเซอร์ 50มล.,8858842032244,mL,4,49.65
03 SOFT LINE,0314 LADIES ESSENTIAL,WACOAL สเตย์WU9D50 2XL LI,8850136833308,pc,3,127.1
03 SOFT LINE,0314 LADIES ESSENTIAL,BESICO กกน.พิมพ์ลายขาวXL,2000008444347,pc,1,55
05 FRESH FOOD,0540 DELICATESSEN,ฉู่ฉี่ปลาซาบะเจ180ก,8851032000085,,15,40
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,MSTA ชุดวาดภาพระบายสี,8851907640026,pc,5,64.76
03 SOFT LINE,0340 BABY ACCESSORIES,BESICO อ่างอาบน้ำเด็ก คลาสสิค,8850980054065,pc,1,114
03 SOFT LINE,0350 FOOTWEAR,BESICO รท.ฟองน้ำ BS3313 ดำ 11,8851577408643,pc,2,55
03 SOFT LINE,0310 LADIES APPAREL,BESICO กระโปรงพลีทCNYแดงM,2000008651219,pc,3,205
03 SOFT LINE,0314 LADIES ESSENTIAL,WACOAL สเตย์WU9D50 M OT,8850136833223,pc,3,127.1
03 SOFT LINE,0380 CHILDREN,BESICO กางเกงขาสั้นฟ้า4,2000008740579,pc,5,72
04 DRY FOOD,0460 HBA,คิเรอิบอดี้นูริชแคร์ ถุง400มล.,8850002038813,mL,-2,71.25
05 FRESH FOOD,0530 PRODUCE,มะม่วงแดงจักรพรรดิ์,251953000009,g,3.95,95
03 SOFT LINE,0350 FOOTWEAR,KITTYรท.คัชชูKTL-606ชมพูS28,2000008583695,pc,4,135
03 SOFT LINE,0320 MEN'S APPAREL,BESICOยืดขส.พิมพ์กากีS,2000008658713,pc,1,98
06 PHARMACY,0670 VITAMINS AND SUPPLEMENTS,P_CLA ADVANCE 30 CAP,8850769006261,unit,2,405.607
03 SOFT LINE,0320 MEN'S APPAREL,BESICOกางเกงขาสั้นตัดต่อกากีL,2000008232043,pc,1,115
05 FRESH FOOD,0540 DELICATESSEN,ใบโหระพา,226000007720,g,-0.13,125
03 SOFT LINE,0310 LADIES APPAREL,BESICO กางเกงขาสั้นBASIC+ครีมL,2000008649308,pc,1,208
03 SOFT LINE,0350 FOOTWEAR,ADDAแตะสวม31R9V-B1 กรม S12,2000007847095,pc,2,117.1
03 SOFT LINE,0350 FOOTWEAR,HELLO HEEL แผ่นกันกัดเฉพาะจุด BEIGE,8851444000079,pc,22,27.76
03 SOFT LINE,0314 LADIES ESSENTIAL,WACOALกางเกงในSO GOOD M BE,8850133836135,pc,1,101.68
05 FRESH FOOD,0540 DELICATESSEN,ข้าวปลาแกะ,215489000001,g,0,
03 SOFT LINE,0350 FOOTWEAR,ADDAบุรุษ52201-M1ดำS8,2000007131279,pc,3,75
05 FRESH FOOD,0560 PERISHABLE,วนัสนันท์หน่อไม้ดองทั้งยอด,8850998010770,g,18,42
03 SOFT LINE,0314 LADIES ESSENTIAL,BESICOกกน.ทรงครึ่งตัวเนื้อM,2000008800617,pc,2,55.5
03 SOFT LINE,0350 FOOTWEAR,GAMBOLแตะชาย GM42242 กรม S44,8859382911365,pc,2,97.48
04 DRY FOOD,0440 BEVERAGE,ลิปตันเลมอนกระป๋อง 245 มล.,8858998585014,mL,48,10.812
03 SOFT LINE,0350 FOOTWEAR,KITTYแตะสวมKTL-596 ชมพูS30,2000008419901,pc,2,130
03 SOFT LINE,0350 FOOTWEAR,BATMAN แตะสวม55U67-B1 BL S12,8851585061489,pc,1,130.19
05 FRESH FOOD,0520 SEAFOOD,SE_สติกเกอร์WRF สีฟ้า 55MM,2000008457682,pc,4000,0.11
03 SOFT LINE,0322 MEN ESSENTIAL,BESICO เสื้อกล้ามขาวCOTTONL,2000008713429,pc,3,77
04 DRY FOOD,0450 LIQUOR,ไฮเนเก้น0.0  330มล.CAN,8888017300809,mL,62,35.79
03 SOFT LINE,0350 FOOTWEAR,SPIDERMANแตะสวมML-245แดงS29,2000007969278,pc,3,115
02 HOME LINE,0220 HOME DECOR,LFหมอนข้าง14X43CONY,8859691920591,pc,3,115
03 SOFT LINE,0312 LADIES ACCESSORIES,เสื้อกันฝนใช้แล้วทิ้งPEลิขสิทธิ์,8854237016530,pc,43,28
03 SOFT LINE,0380 CHILDREN,BESICO เสื้อยืดกีฬาแดง6,2000008642088,pc,2,60
03 SOFT LINE,0320 MEN'S APPAREL,BESICOยืดขส.CT.USAเทาS,2000008736022,pc,3,79
03 SOFT LINE,0310 LADIES APPAREL,BESICOเสื้อยืดขาวM,2000008590730,pc,1,145
03 SOFT LINE,0340 BABY ACCESSORIES,เบสิโค  ถ้วยหัดดื่มแขนจับ,8859424604408,pc,2,33.08
03 SOFT LINE,0310 LADIES APPAREL,BESICOกางเกงขายาวเทาM,2000008246897,pc,1,227
03 SOFT LINE,0322 MEN ESSENTIAL,กกน.โชว์ยาง P3กรม-ฟ้า-ดำL,8850555916620,pc,8,137.88
03 SOFT LINE,0380 CHILDREN,BESICO กางเกงขายาวดญขาวF,2000008259798,pc,6,33
03 SOFT LINE,0312 LADIES ACCESSORIES,ร่มพับ 3 ตอนสีพื้นเบสิค,2000004254292,pc,22,100
03 SOFT LINE,0350 FOOTWEAR,KITOรองเท้าบุรุษAH224M ดำ42,1970000128785,pc,3,182.52
04 DRY FOOD,0450 LIQUOR,ลีโอแคน 490มล.*3,8850999014579,mL,11,124.01
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,M&Gไม้บรรทัด20CMSNOOPYSPB932JB,6927036718355,pc,12,11.9
04 DRY FOOD,0470 HOUSEHOLD,บรีสน้ำแป้งเด็กฟ้าใส 620มล,8851932484237,mL,30,63.036
01 HARD LINE,0120 HOME ENTERTAIN,HISENSE SMART 40A4Q VIDAA,6942351418032,pc,5,5466.45
04 DRY FOOD,0461 FACE & COSMETICS,พอนด์ส เอจ ยูธ เซรั่ม30ก,8851932464864,g,11,477.964
06 PHARMACY,0640 HERBAL PREPARATION,P_ขลอ ยาราง-แอล4X10เม็ด,8850138012794,unit,2,72.9
04 DRY FOOD,0450 LIQUOR,โฮโรโยอิ เกรฟ 330 มล.,5010278101922,mL,15,30.245
04 DRY FOOD,0461 FACE & COSMETICS,ลอรีอัล ยูวีดี ฟลูอิด 5.5มล,8994993022045,mL,4,31.546
04 DRY FOOD,0410 SWEETED GROCE.1,เคลล็อกซ์โกโก้เช็ค330Gกล่อง,8852756304039,g,11,97.23
04 DRY FOOD,0430 SALTED GROCERY,ยำยำคัพเต็มๆ รสสุกี้ทะเล 60G.P. 3,8850250018278,,12,37.151
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,BRR สติ๊กเกอร์คุโรมิ KUST02,8856602094983,pc,24,17
04 DRY FOOD,0420 SWEETED GROCE.2,DI_HJ บิสกิตแซลมอนมะนาว120กรัม,4897115588679,g,19,25.027
04 DRY FOOD,0430 SALTED GROCERY,ซอสพริกศรีราชาไฮนซ์300กรัม,8850343003181,g,46,23.733
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,ตราม้า ดินสอดำHB แฟนซี X6,8851553206195,pc,11,15
04 DRY FOOD,0461 FACE & COSMETICS,MBL ไฮเปอร์กลอสซี่ ไลเนอร์ ดำ,8992304019890,pc,2,101.05
04 DRY FOOD,0461 FACE & COSMETICS,ฮาดะเอเอชเอ&บีเอชเอเฟสวอช130ก,6917246006328,g,4,237.62
06 PHARMACY,0610 PRESCRIPTION,P_แทนซาริล100 มก.10เม็ด(แผง),2000005694080,pc,1,35
02 HOME LINE,0210 HOUSEWARE,เบสิโคตะกร้าผ้านิ่มสีฟ้า,8851844110835,pc,2,161.7
04 DRY FOOD,0410 SWEETED GROCE.1,IMP_เซ็นต์ดาลฟูร์แยมบลูเบอ28ก.,50716913,g,27,21.065
04 DRY FOOD,0420 SWEETED GROCE.2,BITEE ข้าวโพดอบกรอบรสนม 50กรัม,8859398104379,g,192,9.25
04 DRY FOOD,0472 PAPER,โมลฟิกซ์ไฮจีนิคไวพส์80แผ่น 1+1,8690536834488,pc,1,81.187
04 DRY FOOD,0440 BEVERAGE,ติ่งฟงน้ำลิ้นจี่สควอซ 760มล.,8858732820722,mL,11,69.54
04 DRY FOOD,0450 LIQUOR,เฟรสโก้สปาร์คกลิ้งมัสคา 750มล,8850382102111,mL,5,191.806
04 DRY FOOD,0410 SWEETED GROCE.1,แบรนด์ซุปไก่รสกลมกล่อม42มลX12,8852001106982,mL,5,380.91
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,ดินสอสีไม้ยาว24สีMASTERART A,8851907087586,,37,77.38
04 DRY FOOD,0470 HOUSEHOLD,สเปรย์โบสิสโต้ ตรานกแก้ว 150 มล.,8858797600024,mL,8,123.79
04 DRY FOOD,0470 HOUSEHOLD,เดลี่เฟรชสเปรย์300MLฟลอรา,8850273220108,cc,10,57.672
04 DRY FOOD,0460 HBA,12+โรลออนไวท์เลสเชฟ40มล,8851123795043,mL,22,63.212
02 HOME LINE,0230 RECREATION,CTหมอนหน้าตุ๊กตาหน้าโดราเอมอน,9778914633003,pc,8,105
04 DRY FOOD,0461 FACE & COSMETICS,มิสทีนแกลมกลอสซี่ลิปออยล์ทิน01,8859178780366,g,9,102.666
04 DRY FOOD,0430 SALTED GROCERY,WBPไวไวควิกรสต้มยำกุ้ง 60ก.P30,8850100120311,g,4,159.867
02 HOME LINE,0240 HOME IMPROVEMEN,กุญแจสปริงดำ 38L มม.,8853152033400,,1,45
04 DRY FOOD,0460 HBA,เฮดแชมพูแอปเปิ้ล370มล แพ็คคู่,4902430955737,mL,38,163.11
04 DRY FOOD,0460 HBA,ทวินโลตัส เนเชอรัลไวท์ 100กรัม,8850348111164,g,18,99
04 DRY FOOD,0430 SALTED GROCERY,วังขนายน้ำตาลกรวด 500 กรัม,8850456102030,g,14,27.252
06 PHARMACY,0630 WELL BEING,P_บีแพนเธน เซนซิเดลีเจนเทิลวอช,4057599007848,mL,2,277.141
02 HOME LINE,0210 HOUSEWARE,แปรงขัดพื้น 9 นิ้วพร้อมด้าม,4895125703686,pc,1,135.77
04 DRY FOOD,0420 SWEETED GROCE.2,WBPเมนทอสแท่งเรนโบว์29.7ก P24,8990800025469,g,21,184.56
04 DRY FOOD,0461 FACE & COSMETICS,BB จูวีมอยส์ไฮโดรเจลแพด 4 แผ่น,8859891109383,g,36,64.05
02 HOME LINE,0210 HOUSEWARE,BHP กล่อง 100L B น้ำเงิน,8851370804529,pc,101,194
04 DRY FOOD,0460 HBA,โฟกัสULTโรลออน แฟนทอม 18 มล.,8850092507190,mL,19,21.76
04 DRY FOOD,0410 SWEETED GROCE.1,ปลาไทย 5ดาวแป้งข้าวเจ้าชนิดโม่น้ำ 500 กรัม,8858651630013,g,28,29.55
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,KEYWAY กล่องลิ้นชัก 2ช่อง CK32,8851094040357,pc,8,165
04 DRY FOOD,0470 HOUSEHOLD,มาจิคลีนแอคทีฟสีส้มถุง 600มล,8851818800250,mL,20,29.12
02 HOME LINE,0210 HOUSEWARE,OCEANเมดิสันไวน์ขาว350มล.เส้น,8850222018282,pc,6,261.03
04 DRY FOOD,0420 SWEETED GROCE.2,WBPเบนโตะหมึกอบปรุงรส4ก P12,8850157400039,g,54,43.38
04 DRY FOOD,0440 BEVERAGE,สิงห์บ๊วยเลมอนโซดา 330มล แพ็ค6,8850999021249,mL,3,70.51
05 FRESH FOOD,0560 PERISHABLE,เมจินมสดรสจืด 200 CC,8850329120116,mL,3,11.04
04 DRY FOOD,0461 FACE & COSMETICS,MBLไลน์แทททูไลเนอร์น้ำตาล,6902395703549,pc,1,190.03
05 FRESH FOOD,0560 PERISHABLE,IMP_ฮิคาริมิโซะ_หอยชิจิมิ132ก,4902663010500,g,10,50
04 DRY FOOD,0461 FACE & COSMETICS,กาล่า แอคเน่ เฟเชียล โฟม 100ก.,8852522244217,g,29,28.94
05 FRESH FOOD,0542 DELICATESSEN_SME,ลูกเผ็ดพริกแกงน้ำยาขนมจีน 80ก.,8857127281643,g,12,12.85
02 HOME LINE,0240 HOME IMPROVEMEN,BESICOปลั๊กไฟ4ช่อง1สวิตช์5เมตร,8858702095891,pc,14,193
06 PHARMACY,0620 OVER THE COUNTER,P_มิวเทียร์ 1 มล. กล่อง 30หลอด,8859446300371,pc,2,144.85
04 DRY FOOD,0410 SWEETED GROCE.1,เอนฟาแล็ค2  เอ+ 500ก,8850024102554,g,4,437.112
06 PHARMACY,0620 OVER THE COUNTER,P_ไทเกอร์พล๊าส พยุงข้อเท้า S,8850672110253,pc,1,221.73
04 DRY FOOD,0440 BEVERAGE,แฟนต้าน้ำแดงแคน325ซีซีแพค6(M),8851959632178,mL,19,72.3
05 FRESH FOOD,0520 SEAFOOD,P_เนื้อท้องแซลมอนติดครีบFZ500ก,8859312611105,g,30,115.79
04 DRY FOOD,0410 SWEETED GROCE.1,ผงวุ้นนางเงือก25G,8850284913211,g,6,49.39
04 DRY FOOD,0420 SWEETED GROCE.2,มอลทรีเซอร์ชอคโกแลต37ก,9300682036955,g,5,29.43
04 DRY FOOD,0461 FACE & COSMETICS,LIมูดซีลิปไลเนอร์#02 0.55กรัม,8859891105903,g,14,114.42
04 DRY FOOD,0430 SALTED GROCERY,ซัมยังฮ็อตชิคเค่นชีสคัพ70ก,8801073211254,g,11,38.131
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,ตราม้า ปากกาH-001 นง+แดง 0.7ม,8851553134320,pc,12,20.5
05 FRESH FOOD,0510 BUTCHERY,BR ไส้เป็ดแช่แข็ง 600ก.,8851873205472,,13,136
04 DRY FOOD,0480 PETS,HPPแชมพูสุนัขบำบัดผิวหนัง350มล,8850969379813,mL,9,37.66
04 DRY FOOD,0420 SWEETED GROCE.2,โกหมึกหนวดหมึกอบกรอบ 20 กรัม,8858768843276,g,14,27.33
04 DRY FOOD,0420 SWEETED GROCE.2,แคมปัสบอลบลูเบอร์รี่ 48 กรัม,8851004204534,g,32,15.26
04 DRY FOOD,0470 HOUSEHOLD,ดาวน์นีปรับดอกไม้สะพรั่ง1000มล,4987176132581,L,4,100.83
04 DRY FOOD,0430 SALTED GROCERY,เนเชอเรลคาโนล่าทานตะวัน 1ลิตร,8850581116605,L,5,87.13
02 HOME LINE,0210 HOUSEWARE,BESICOจานญี่ปุ่นดอกไม้8น.2ช,5202506230065,pc,4,36.946
05 FRESH FOOD,0530 PRODUCE,WRF ลูกเดือย 500 กรัม,8851483300567,g,20,34
06 PHARMACY,0630 WELL BEING,P_อีเซอร์ร่าโลชั่น 150มล,9556258121871,mL,2,498
04 DRY FOOD,0410 SWEETED GROCE.1,เบอร์ดี้3IN1โรบัสต้า แพ็ค27,8850250007425,g,129,94.413
04 DRY FOOD,0430 SALTED GROCERY,IMP_ซินราเมียน แบล็ครสเผ็ด,31146017379,g,28,52
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,STดินสอสีไม้ยาว12สี คละFSC100%,4007817149874,pc,5,36.45
04 DRY FOOD,0420 SWEETED GROCE.2,BITEE ทองพับ รสโกโก้ 50ก,8859315581184,g,15,21.87
04 DRY FOOD,0420 SWEETED GROCE.2,IMP_มาโอจิบิสกิตดิฟช็อคฯ550ก.,8852117287919,g,17,65.7
04 DRY FOOD,0460 HBA,แคริ่ง เมอร์เมดทรีทเม้นท์300มล,8852053016796,mL,7,130.18
04 DRY FOOD,0410 SWEETED GROCE.1,ฮอทต้าขิงน้ำผึ้งมานูกา14กX10ซอ,8850369039010,pc,26,79.46
06 PHARMACY,0620 OVER THE COUNTER,P_โบตันเก๊กฮวยแคนดี้ 8S,8851123118224,unit,6,12.15
05 FRESH FOOD,0530 PRODUCE,WRF_ตะไคร้P,2000000411736,pc,4,15
06 PHARMACY,0620 OVER THE COUNTER,P_ขลอ ยาทารักษาแผลในปากชนิดเจล,8850138010356,g,7,9.11
04 DRY FOOD,0460 HBA,ดีนี่แป้งเด็ก 300 ก P2 ชมพู,8851989961095,g,9,84.71
04 DRY FOOD,0470 HOUSEHOLD,โปรผงซักฟอกกรีนฟอเรสต์2400กรัม,8850002034297,g,8,126
04 DRY FOOD,0430 SALTED GROCERY,เมกาเชฟซอสเห็ดหอม 570กรัม,8857118730679,g,48,59.3
04 DRY FOOD,0420 SWEETED GROCE.2,เอ็มแอนด์เอ็ม มิลค์ 14.5 กรัม,6914973603516,g,12,9.292
01 HARD LINE,0112 MAJOR APPLIANCE,H_LG ตย.2D 14Q GN-D382PQMB,8806091857040,pc,3,10683
04 DRY FOOD,0410 SWEETED GROCE.1,ดรีมมี่ชานมไข่มุกนมบราวน์60กX6,8854729500424,g,11,87.48
04 DRY FOOD,0420 SWEETED GROCE.2,ล็อกเกอร์เวเฟอร์โกโก้125ก,8000380005963,g,10,73.95
04 DRY FOOD,0460 HBA,แป้งเด็กเบบี้มายด์สีม่วง350กX2,8851123705837,g,19,91.659
02 HOME LINE,0210 HOUSEWARE,FRSชามเซรามิค6นิ้วสัตว์คละลาย,8859769115386,pc,75,17.3
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,RM ก.ดินสอ3D+ค.คิดเลขPB174 คละ,8851215411745,pc,6,90.5
02 HOME LINE,0240 HOME IMPROVEMEN,PHILIPS ESS LED9W WW,8718696820681,pc,12,59.047
02 HOME LINE,0210 HOUSEWARE,BHPไม้เสียบอาหาร 8นิ้ว 200ชิ้น,8850723711422,,30,8.18
04 DRY FOOD,0420 SWEETED GROCE.2,BPทิวลี่ทรีโอช็อกโก 28ก.P12,8850309218826,g,13,43.51
06 PHARMACY,0630 WELL BEING,P_วิตามินอีเมดเมเกอร์20กรัม(P),8850884001011,g,3,49.53
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,KW_ลิ้นชัก 3ชั้น 4ช่อง CK554,8851094027365,pc,8,248.6
02 HOME LINE,0240 HOME IMPROVEMEN,PANAถ่านอัลคาไลน์ AA P6 ก้อน,8851806006855,pc,38,102
06 PHARMACY,0610 PRESCRIPTION,P_อัลโลร่า ไซรัป 60 มล,8853935031845,,2,78.51
06 PHARMACY,0620 OVER THE COUNTER,P_มูโคเล็กซ์ 60 มล,8854596002137,mL,1,27.5
04 DRY FOOD,0460 HBA,เฮด&โชว์เดอร์แชมพูอิชชี่ 370มล,4902430820394,mL,9,148.21
02 HOME LINE,0240 HOME IMPROVEMEN,MBชุดทำความสะอาด 8ชิ้น,8859426096935,pc,12,170
04 DRY FOOD,0430 SALTED GROCERY,ครัวทิพย์แป้งทอดกรอบ80ก.ซอง,8852633330106,g,31,5.72
02 HOME LINE,0210 HOUSEWARE,ขาวขันน้ำ20ซม.,8851370702542,pc,5,8
04 DRY FOOD,0461 FACE & COSMETICS,อินทูอิทลิปสครับเอสแอลเอส01,8858000028072,g,5,96.589
02 HOME LINE,0220 HOME DECOR,SATINPLUSหมอนหนุน 19X29 PL029,8851061251960,pc,2,150
04 DRY FOOD,0410 SWEETED GROCE.1,แบรนด์กระเช้าของขวัญแบบ B,8852001576877,cc,4,738.806
04 DRY FOOD,0420 SWEETED GROCE.2,คารามูโจ้เรียบฮ๊อตชิลลี่40ก,8851004451204,g,17,19.854
04 DRY FOOD,0470 HOUSEHOLD,โคโดโมซักผ้าไมเซลลาร์580มล.,8850002020856,mL,65,72.67
